SQL_ApplicationId,SQL_BrokerId,API_BrokerId,SQL_BrokerReference,API_BrokerReference,SQL_PartyId,API_PartyId,SQL_CrmIdentifier,API_CrmIdentifier,SQL_OrganisationName,API_OrganisationName,SQL_Salutation,API_Salutation,SQL_FirstName,API_FirstName,SQL_MiddleName,API_MiddleName,SQL_LastName,API_LastName,SQL_SearchName,API_SearchName,SQL_EmailAddress,API_EmailAddress,SQL_Telephone,API_Telephone,SQL_Fax,API_Fax,SQL_AddressId,API_AddressId,SQL_AddressName,API_AddressName,SQL_Line1,API_Line1,SQL_Line2,API_Line2,SQL_Line3,API_Line3,SQL_City,API_City,SQL_StateOrProvince,API_StateOrProvince,SQL_Country,API_Country,SQL_Postcode,API_Postcode,Test Case Status
67250,1257,1257,6244,6244,108019,108019,763BEEBB-13F7-E911-A813-000D3A86AD30,763beebb-13f7-e911-a813-000d3a86ad30,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,,,null,null,null,null,null,null,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,info@mcgillpartners.com,info@mcgillpartners.com,020 3985 1803,020 3985 1803,,,108405,108405,Suite 806 Lloyd's,Suite 806 Lloyd's,1 Lime Street,1 Lime Street,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3M 7HA,EC3M 7HA,Test case passed
64321,1257,1257,6244,6244,108019,108019,763BEEBB-13F7-E911-A813-000D3A86AD30,763beebb-13f7-e911-a813-000d3a86ad30,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,,,null,null,null,null,null,null,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,info@mcgillpartners.com,info@mcgillpartners.com,020 3985 1803,020 3985 1803,,,108405,108405,Suite 806 Lloyd's,Suite 806 Lloyd's,1 Lime Street,1 Lime Street,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3M 7HA,EC3M 7HA,Test case passed
60143,1257,1257,6244,6244,108019,108019,763BEEBB-13F7-E911-A813-000D3A86AD30,763beebb-13f7-e911-a813-000d3a86ad30,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,,,null,null,null,null,null,null,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,info@mcgillpartners.com,info@mcgillpartners.com,020 3985 1803,020 3985 1803,,,108405,108405,Suite 806 Lloyd's,Suite 806 Lloyd's,1 Lime Street,1 Lime Street,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3M 7HA,EC3M 7HA,Test case passed
45514,1257,1257,6244,6244,108019,108019,763BEEBB-13F7-E911-A813-000D3A86AD30,763beebb-13f7-e911-a813-000d3a86ad30,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,,,null,null,null,null,null,null,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,info@mcgillpartners.com,info@mcgillpartners.com,020 3985 1803,020 3985 1803,,,108405,108405,Suite 806 Lloyd's,Suite 806 Lloyd's,1 Lime Street,1 Lime Street,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3M 7HA,EC3M 7HA,Test case passed
39622,1257,1257,6244,6244,108019,108019,763BEEBB-13F7-E911-A813-000D3A86AD30,763beebb-13f7-e911-a813-000d3a86ad30,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,,,null,null,null,null,null,null,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,info@mcgillpartners.com,info@mcgillpartners.com,020 3985 1803,020 3985 1803,,,108405,108405,Suite 806 Lloyd's,Suite 806 Lloyd's,1 Lime Street,1 Lime Street,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3M 7HA,EC3M 7HA,Test case passed
44180,1256,1256,6243,6243,107795,107795,C2B61812-EAF0-E911-A812-000D3A86AA92,c2b61812-eaf0-e911-a812-000d3a86aa92,EVMAR MARINE SERVICES LTD,EVMAR MARINE SERVICES LTD,,,null,null,null,null,null,null,EVMAR MARINE SERVICES LTD,EVMAR MARINE SERVICES LTD,marine@evmar.gr,marine@evmar.gr,00302104284900,00302104284900,00302104284977,00302104284977,108171,108171,2 DEFTERAS MERARCHIAS STR,2 DEFTERAS MERARCHIAS STR,,,,,,,PIRAEUS,PIRAEUS,,,GREECE,GREECE,18535,18535,Test case passed
44517,1255,1255,6242,6242,107783,107783,D3754FA7-C3F0-E911-A812-000D3A86A3F8,d3754fa7-c3f0-e911-a812-000d3a86a3f8,PT Dritama Brokerindo,PT Dritama Brokerindo,,,null,null,null,null,null,null,PT Dritama Brokerindo,PT Dritama Brokerindo,Henry.wong@dritama.co.id,Henry.wong@dritama.co.id,62-21-4701272/73,62-21-4701272/73,62-21-4701262,62-21-4701262,108159,108159,Kompleks Perkantoran Puloma Blok XI No. 2,Kompleks Perkantoran Puloma Blok XI No. 2,Jalan Perintis Kemerdekaan,Jalan Perintis Kemerdekaan,,,,,Jakarta Timur,Jakarta Timur,,,INDONESIA,INDONESIA,13260,13260,Test case passed
47107,1253,1253,6241,6241,107719,107719,988034F2-28EF-E911-A812-000D3A86A945,988034f2-28ef-e911-a812-000d3a86a945,Risk Broking Pty Ltd,Risk Broking Pty Ltd,,,null,null,null,null,null,null,Risk Broking Pty Ltd,Risk Broking Pty Ltd,info@riskbroking.com.au,info@riskbroking.com.au,(08)82322311,(08)82322311,,,108090,108090,Level 2/86 Pirie Street,Level 2/86 Pirie Street,,,,,,,Adelaide,Adelaide,South Australia,South Australia,AUSTRALIA,AUSTRALIA,,,Test case passed
47106,1253,1253,6241,6241,107719,107719,988034F2-28EF-E911-A812-000D3A86A945,988034f2-28ef-e911-a812-000d3a86a945,Risk Broking Pty Ltd,Risk Broking Pty Ltd,,,null,null,null,null,null,null,Risk Broking Pty Ltd,Risk Broking Pty Ltd,info@riskbroking.com.au,info@riskbroking.com.au,(08)82322311,(08)82322311,,,108090,108090,Level 2/86 Pirie Street,Level 2/86 Pirie Street,,,,,,,Adelaide,Adelaide,South Australia,South Australia,AUSTRALIA,AUSTRALIA,,,Test case passed
42140,1253,1253,6241,6241,107719,107719,988034F2-28EF-E911-A812-000D3A86A945,988034f2-28ef-e911-a812-000d3a86a945,Risk Broking Pty Ltd,Risk Broking Pty Ltd,,,null,null,null,null,null,null,Risk Broking Pty Ltd,Risk Broking Pty Ltd,info@riskbroking.com.au,info@riskbroking.com.au,(08)82322311,(08)82322311,,,108090,108090,Level 2/86 Pirie Street,Level 2/86 Pirie Street,,,,,,,Adelaide,Adelaide,South Australia,South Australia,AUSTRALIA,AUSTRALIA,,,Test case passed
42144,1253,1253,6241,6241,107719,107719,988034F2-28EF-E911-A812-000D3A86A945,988034f2-28ef-e911-a812-000d3a86a945,Risk Broking Pty Ltd,Risk Broking Pty Ltd,,,null,null,null,null,null,null,Risk Broking Pty Ltd,Risk Broking Pty Ltd,info@riskbroking.com.au,info@riskbroking.com.au,(08)82322311,(08)82322311,,,108090,108090,Level 2/86 Pirie Street,Level 2/86 Pirie Street,,,,,,,Adelaide,Adelaide,South Australia,South Australia,AUSTRALIA,AUSTRALIA,,,Test case passed
53530,1252,1252,6239,6239,107562,107562,D937A2C9-A3E9-E911-A812-000D3A86A3F8,d937a2c9-a3e9-e911-a812-000d3a86a3f8,Austbrokers BGA,Austbrokers BGA,,,null,null,null,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,brokers@bgabrokers.com.au,0362781526,0362781526,0362286959,0362286959,107925,107925,PO Box 276,PO Box 276,Moonah,Moonah,,,,,Tasmania,Tasmania,,,AUSTRALIA,AUSTRALIA,7009,7009,Test case passed
50501,1252,1252,6239,6239,107562,107562,D937A2C9-A3E9-E911-A812-000D3A86A3F8,d937a2c9-a3e9-e911-a812-000d3a86a3f8,Austbrokers BGA,Austbrokers BGA,,,null,null,null,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,brokers@bgabrokers.com.au,0362781526,0362781526,0362286959,0362286959,107925,107925,PO Box 276,PO Box 276,Moonah,Moonah,,,,,Tasmania,Tasmania,,,AUSTRALIA,AUSTRALIA,7009,7009,Test case passed
49538,1252,1252,6239,6239,107562,107562,D937A2C9-A3E9-E911-A812-000D3A86A3F8,d937a2c9-a3e9-e911-a812-000d3a86a3f8,Austbrokers BGA,Austbrokers BGA,,,null,null,null,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,brokers@bgabrokers.com.au,0362781526,0362781526,0362286959,0362286959,107925,107925,PO Box 276,PO Box 276,Moonah,Moonah,,,,,Tasmania,Tasmania,,,AUSTRALIA,AUSTRALIA,7009,7009,Test case passed
47831,1252,1252,6239,6239,107562,107562,D937A2C9-A3E9-E911-A812-000D3A86A3F8,d937a2c9-a3e9-e911-a812-000d3a86a3f8,Austbrokers BGA,Austbrokers BGA,,,null,null,null,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,brokers@bgabrokers.com.au,0362781526,0362781526,0362286959,0362286959,107925,107925,PO Box 276,PO Box 276,Moonah,Moonah,,,,,Tasmania,Tasmania,,,AUSTRALIA,AUSTRALIA,7009,7009,Test case passed
45361,1252,1252,6239,6239,107562,107562,D937A2C9-A3E9-E911-A812-000D3A86A3F8,d937a2c9-a3e9-e911-a812-000d3a86a3f8,Austbrokers BGA,Austbrokers BGA,,,null,null,null,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,brokers@bgabrokers.com.au,0362781526,0362781526,0362286959,0362286959,107925,107925,PO Box 276,PO Box 276,Moonah,Moonah,,,,,Tasmania,Tasmania,,,AUSTRALIA,AUSTRALIA,7009,7009,Test case passed
43695,1252,1252,6239,6239,107562,107562,D937A2C9-A3E9-E911-A812-000D3A86A3F8,d937a2c9-a3e9-e911-a812-000d3a86a3f8,Austbrokers BGA,Austbrokers BGA,,,null,null,null,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,brokers@bgabrokers.com.au,0362781526,0362781526,0362286959,0362286959,107925,107925,PO Box 276,PO Box 276,Moonah,Moonah,,,,,Tasmania,Tasmania,,,AUSTRALIA,AUSTRALIA,7009,7009,Test case passed
39097,1250,1250,6237,6237,107288,107288,B1225FFC-3DE0-E911-A813-000D3A86A945,b1225ffc-3de0-e911-a813-000d3a86a945,Schill Insurance Brokers,Schill Insurance Brokers,,,null,null,null,null,null,null,Schill Insurance Brokers,Schill Insurance Brokers,kschill@schillinsurance.com,kschill@schillinsurance.com,6045854445,6045854445,6045851985,6045851985,107636,107636,Schill Insurance Brokers Ltd,Schill Insurance Brokers Ltd,302-15127 100 Avenue,302-15127 100 Avenue,,,,,Surrey,Surrey,British Columbia,British Columbia,CANADA,CANADA,BC V3F 0NG,BC V3F 0NG,Test case passed
43381,1249,208,6236,1325,107243,235,DCB3D1D4-E2DE-E911-A813-000D3A86AD30,fd3bfd59-d215-dd11-b86d-001a4bf0119a,Insurnet SL Correduria de Seguros,BVC ARTAI CORREDURIA DE SEGUROS SA,,,null,null,null,null,null,null,Insurnet SL Correduria de Seguros,BVC ARTAI CORREDURIA DE SEGUROS SA,rafalacasa@insurnet.es,artai@artai.com,+34696522650,+34 (986) 43 96 00,,+34 (986) 43 90 94,107591,326  107870,Via Sindicato 69 - 7 1,BVC Artai Correduria De Seguros SA  BVC Artai Correduria De Seguros SA,,Avda Garcia Barbon 48  Avda Garcia Barbon 48,,1 Planta  1 Planta,,null  ,Palma de Mallorca,Vigo  Vigo,,null  ,SPAIN,SPAIN  SPAIN,07002,36201  36201,Test case failed
40494,1248,1248,6234,6234,107222,107222,E493AA3A-B6DE-E911-A813-000D3A86AC4E,e493aa3a-b6de-e911-a813-000d3a86ac4e,Griffiths & Armour Global Risks Limited,Griffiths & Armour Global Risks Limited,,,null,null,null,null,null,null,Griffiths & Armour Global Risks Limited,Griffiths & Armour Global Risks Limited,sswainbank@griffithsandarmour.com,sswainbank@griffithsandarmour.com,02070901106,02070901106,,,107570,107570,One America Square,One America Square,17 Crosswall,17 Crosswall,,,,,London,London,,,UNITED KINGDOM,UNITED KINGDOM,EC3N 2AD,EC3N 2AD,Test case passed
38197,1247,1247,6233,6233,107182,107182,5A6E4A66-E4DD-E911-A813-000D3A86A8CF,5a6e4a66-e4dd-e911-a813-000d3a86a8cf,Austbrokers City State Pty Ltd,Austbrokers City State Pty Ltd,,,null,null,null,null,null,null,Austbrokers City State Pty Ltd,Austbrokers City State Pty Ltd,Info@abcitystate.com.au,Info@abcitystate.com.au,02 4297 1800,02 4297 1800,02 4297 1400,02 4297 1400,107520,107520,PO Box 870,PO Box 870,,,,,,,Wollongong NSW,Wollongong NSW,,,AUSTRALIA,AUSTRALIA,2520,2520,Test case passed
41101,1247,1247,6233,6233,107182,107182,5A6E4A66-E4DD-E911-A813-000D3A86A8CF,5a6e4a66-e4dd-e911-a813-000d3a86a8cf,Austbrokers City State Pty Ltd,Austbrokers City State Pty Ltd,,,null,null,null,null,null,null,Austbrokers City State Pty Ltd,Austbrokers City State Pty Ltd,Info@abcitystate.com.au,Info@abcitystate.com.au,02 4297 1800,02 4297 1800,02 4297 1400,02 4297 1400,107520,107520,PO Box 870,PO Box 870,,,,,,,Wollongong NSW,Wollongong NSW,,,AUSTRALIA,AUSTRALIA,2520,2520,Test case passed
42743,1243,1243,6228,6228,106861,106861,D462AEA7-A4D3-E911-A813-000D3A86AC4E,d462aea7-a4d3-e911-a813-000d3a86ac4e,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,null,null,null,null,null,null,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,,,,,107192,107192,PO Box 121,PO Box 121,Osborne Park,Osborne Park,,,,,Western Australia,Western Australia,,,AUSTRALIA,AUSTRALIA,6917,6917,Test case passed
39351,1243,1243,6228,6228,106861,106861,D462AEA7-A4D3-E911-A813-000D3A86AC4E,d462aea7-a4d3-e911-a813-000d3a86ac4e,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,null,null,null,null,null,null,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,,,,,107192,107192,PO Box 121,PO Box 121,Osborne Park,Osborne Park,,,,,Western Australia,Western Australia,,,AUSTRALIA,AUSTRALIA,6917,6917,Test case passed
70098,1242,1242,6229,6229,106819,106819,5B0490F1-E4D2-E911-A813-000D3A86A3F8,5b0490f1-e4d2-e911-a813-000d3a86a3f8,Integro USA Inc.,Integro USA Inc.,,,null,null,null,null,null,null,Integro USA Inc.,Integro USA Inc.,,,+1 212 295 8535,+1 212 295 8535,,,107147,107147,1 State Street,1 State Street,,,,,,,New York,New York,New York,New York,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,10005,10005,Test case passed
50754,1242,1242,6229,6229,106819,106819,5B0490F1-E4D2-E911-A813-000D3A86A3F8,5b0490f1-e4d2-e911-a813-000d3a86a3f8,Integro USA Inc.,Integro USA Inc.,,,null,null,null,null,null,null,Integro USA Inc.,Integro USA Inc.,,,+1 212 295 8535,+1 212 295 8535,,,107147,107147,1 State Street,1 State Street,,,,,,,New York,New York,New York,New York,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,10005,10005,Test case passed
47431,1242,1242,6229,6229,106819,106819,5B0490F1-E4D2-E911-A813-000D3A86A3F8,5b0490f1-e4d2-e911-a813-000d3a86a3f8,Integro USA Inc.,Integro USA Inc.,,,null,null,null,null,null,null,Integro USA Inc.,Integro USA Inc.,,,+1 212 295 8535,+1 212 295 8535,,,107147,107147,1 State Street,1 State Street,,,,,,,New York,New York,New York,New York,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,10005,10005,Test case passed
45047,1242,1242,6229,6229,106819,106819,5B0490F1-E4D2-E911-A813-000D3A86A3F8,5b0490f1-e4d2-e911-a813-000d3a86a3f8,Integro USA Inc.,Integro USA Inc.,,,null,null,null,null,null,null,Integro USA Inc.,Integro USA Inc.,,,+1 212 295 8535,+1 212 295 8535,,,107147,107147,1 State Street,1 State Street,,,,,,,New York,New York,New York,New York,UNITED STATES OF AMERICA,UNITED STATES OF AMERICA,10005,10005,Test case passed
